"school";"student";"variable";"value"
"67";"1";"59";"intake";"top 25%"
"68";"1";"57";"intake";"mid 50%"
"69";"1";"73";"intake";"mid 50%"
"70";"1";"68";"intake";"bottom 25%"
"71";"1";"64";"intake";"mid 50%"
"72";"1";"65";"intake";"bottom 25%"
"73";"1";"66";"intake";"mid 50%"
"74";"2";"100";"intake";"mid 50%"
"76";"2";"95";"intake";"mid 50%"
"77";"2";"108";"intake";"bottom 25%"
"78";"2";"102";"intake";"mid 50%"
"79";"2";"104";"intake";"bottom 25%"
"80";"2";"109";"intake";"bottom 25%"
"81";"2";"77";"intake";"bottom 25%"
"82";"2";"78";"intake";"mid 50%"
"83";"2";"75";"intake";"bottom 25%"
"84";"2";"91";"intake";"bottom 25%"
"85";"2";"84";"intake";"top 25%"
"86";"2";"87";"intake";"mid 50%"
"87";"2";"134";"intake";"bottom 25%"
"88";"2";"135";"intake";"bottom 25%"
"89";"2";"132";"intake";"bottom 25%"
"90";"2";"131";"intake";"mid 50%"
"91";"2";"143";"intake";"mid 50%"
"92";"2";"137";"intake";"mid 50%"
"93";"2";"138";"intake";"mid 50%"
"94";"2";"110";"intake";"mid 50%"
"95";"2";"112";"intake";"bottom 25%"
"96";"2";"113";"intake";"mid 50%"
"97";"2";"111";"intake";"bottom 25%"
"98";"2";"129";"intake";"mid 50%"
"99";"2";"119";"intake";"bottom 25%"
"100";"2";"115";"intake";"mid 50%"
"101";"2";"147";"intake";"mid 50%"
"102";"2";"31";"intake";"bottom 25%"
"103";"2";"26";"intake";"bottom 25%"
"104";"2";"38";"intake";"bottom 25%"
"105";"2";"32";"intake";"mid 50%"
"106";"2";"35";"intake";"bottom 25%"
"108";"2";"3";"intake";"mid 50%"
"109";"2";"5";"intake";"mid 50%"
"110";"2";"1";"intake";"mid 50%"
"111";"2";"15";"intake";"mid 50%"
"112";"2";"11";"intake";"top 25%"
"113";"2";"8";"intake";"mid 50%"
"114";"2";"68";"intake";"mid 50%"
"115";"2";"59";"intake";"bottom 25%"
"116";"2";"60";"intake";"bottom 25%"
"117";"2";"57";"intake";"mid 50%"
"118";"2";"55";"intake";"bottom 25%"
"119";"2";"61";"intake";"bottom 25%"
"120";"2";"65";"intake";"bottom 25%"
"121";"2";"40";"intake";"mid 50%"
"122";"2";"44";"intake";"bottom 25%"
"123";"2";"46";"intake";"bottom 25%"
"124";"2";"43";"intake";"bottom 25%"
"125";"2";"54";"intake";"mid 50%"
"126";"2";"53";"intake";"mid 50%"
"127";"2";"49";"intake";"top 25%"
"128";"2";"50";"intake";"top 25%"
"129";"3";"136";"intake";"mid 50%"
"130";"3";"169";"intake";"bottom 25%"
"131";"3";"171";"intake";"bottom 25%"
"132";"3";"121";"intake";"bottom 25%"
"133";"3";"122";"intake";"mid 50%"
"134";"3";"120";"intake";"mid 50%"
"135";"3";"119";"intake";"bottom 25%"
"136";"3";"134";"intake";"mid 50%"
"137";"3";"123";"intake";"top 25%"
"138";"3";"125";"intake";"mid 50%"
"139";"3";"204";"intake";"bottom 25%"
"140";"3";"206";"intake";"bottom 25%"
"141";"3";"197";"intake";"mid 50%"
"142";"3";"195";"intake";"bottom 25%"
"143";"3";"212";"intake";"mid 50%"
"144";"3";"207";"intake";"mid 50%"
"145";"3";"211";"intake";"bottom 25%"
"146";"3";"208";"intake";"mid 50%"
"147";"3";"172";"intake";"bottom 25%"
"148";"3";"181";"intake";"mid 50%"
"149";"3";"180";"intake";"top 25%"
"150";"3";"173";"intake";"mid 50%"
"151";"3";"194";"intake";"bottom 25%"
"152";"3";"188";"intake";"bottom 25%"
"153";"3";"219";"intake";"mid 50%"
"154";"3";"41";"intake";"bottom 25%"
"155";"3";"36";"intake";"bottom 25%"
"156";"3";"42";"intake";"bottom 25%"
"157";"3";"46";"intake";"bottom 25%"
"158";"3";"50";"intake";"bottom 25%"
"159";"3";"12";"intake";"bottom 25%"
"160";"3";"9";"intake";"bottom 25%"
"161";"3";"22";"intake";"bottom 25%"
"162";"3";"18";"intake";"bottom 25%"
"163";"3";"20";"intake";"mid 50%"
"164";"3";"104";"intake";"bottom 25%"
"165";"3";"90";"intake";"mid 50%"
"166";"3";"94";"intake";"bottom 25%"
"167";"3";"88";"intake";"mid 50%"
"168";"3";"87";"intake";"mid 50%"
"169";"3";"86";"intake";"mid 50%"
"170";"3";"103";"intake";"bottom 25%"
"171";"3";"102";"intake";"mid 50%"
"172";"3";"98";"intake";"bottom 25%"
"174";"3";"64";"intake";"mid 50%"
"175";"3";"67";"intake";"bottom 25%"
"176";"3";"60";"intake";"bottom 25%"
"177";"3";"54";"intake";"mid 50%"
"178";"3";"83";"intake";"bottom 25%"
"179";"3";"71";"intake";"mid 50%"
"180";"3";"73";"intake";"mid 50%"
"181";"4";"133";"intake";"mid 50%"
"182";"4";"121";"intake";"mid 50%"
"183";"4";"116";"intake";"bottom 25%"
"184";"4";"143";"intake";"mid 50%"
"185";"4";"138";"intake";"top 25%"
"186";"4";"145";"intake";"mid 50%"
"187";"4";"92";"intake";"mid 50%"
"188";"4";"93";"intake";"mid 50%"
"189";"4";"98";"intake";"bottom 25%"
"190";"4";"91";"intake";"mid 50%"
"191";"4";"90";"intake";"mid 50%"
"192";"4";"113";"intake";"mid 50%"
"193";"4";"108";"intake";"bottom 25%"
"194";"4";"110";"intake";"mid 50%"
"195";"4";"102";"intake";"mid 50%"
"196";"4";"104";"intake";"mid 50%"
"197";"4";"107";"intake";"mid 50%"
"198";"4";"105";"intake";"bottom 25%"
"199";"4";"87";"intake";"mid 50%"
"200";"4";"182";"intake";"top 25%"
"201";"4";"185";"intake";"mid 50%"
"202";"4";"178";"intake";"mid 50%"
"203";"4";"169";"intake";"mid 50%"
"204";"4";"190";"intake";"bottom 25%"
"205";"4";"187";"intake";"bottom 25%"
"206";"4";"154";"intake";"mid 50%"
"207";"4";"155";"intake";"mid 50%"
"208";"4";"156";"intake";"top 25%"
"209";"4";"153";"intake";"top 25%"
"210";"4";"150";"intake";"bottom 25%"
"212";"4";"157";"intake";"bottom 25%"
"213";"4";"158";"intake";"mid 50%"
"214";"4";"160";"intake";"bottom 25%"
"215";"4";"159";"intake";"bottom 25%"
"216";"4";"192";"intake";"bottom 25%"
"217";"4";"28";"intake";"mid 50%"
"218";"4";"29";"intake";"top 25%"
"219";"4";"30";"intake";"top 25%"
"220";"4";"27";"intake";"mid 50%"
"221";"4";"26";"intake";"bottom 25%"
"222";"4";"24";"intake";"mid 50%"
"223";"4";"37";"intake";"mid 50%"
"224";"4";"38";"intake";"mid 50%"
"225";"4";"32";"intake";"mid 50%"
"226";"4";"36";"intake";"mid 50%"
"227";"4";"34";"intake";"bottom 25%"
"228";"4";"39";"intake";"mid 50%"
"229";"4";"10";"intake";"mid 50%"
"230";"4";"12";"intake";"mid 50%"
"231";"4";"6";"intake";"bottom 25%"
"232";"4";"5";"intake";"bottom 25%"
"233";"4";"22";"intake";"bottom 25%"
"234";"4";"20";"intake";"bottom 25%"
"235";"4";"21";"intake";"bottom 25%"
"236";"4";"14";"intake";"bottom 25%"
"237";"4";"19";"intake";"bottom 25%"
"238";"4";"15";"intake";"mid 50%"
"239";"4";"84";"intake";"mid 50%"
"240";"4";"73";"intake";"bottom 25%"
"241";"4";"74";"intake";"mid 50%"
"242";"4";"75";"intake";"mid 50%"
"243";"4";"68";"intake";"mid 50%"
"244";"4";"67";"intake";"top 25%"
"245";"4";"81";"intake";"mid 50%"
"246";"4";"82";"intake";"bottom 25%"
"247";"4";"76";"intake";"bottom 25%"
"248";"4";"77";"intake";"mid 50%"
"249";"4";"79";"intake";"mid 50%"
"250";"4";"41";"intake";"mid 50%"
"251";"4";"44";"intake";"mid 50%"
"252";"4";"49";"intake";"mid 50%"
"253";"4";"43";"intake";"bottom 25%"
"254";"4";"42";"intake";"mid 50%"
"255";"4";"60";"intake";"bottom 25%"
"256";"4";"51";"intake";"bottom 25%"
"257";"4";"54";"intake";"bottom 25%"
"258";"4";"57";"intake";"mid 50%"
"259";"4";"55";"intake";"mid 50%"
"260";"5";"171";"intake";"mid 50%"
"261";"5";"166";"intake";"mid 50%"
"262";"5";"172";"intake";"mid 50%"
"263";"5";"127";"intake";"mid 50%"
"264";"5";"161";"intake";"bottom 25%"
"265";"5";"130";"intake";"bottom 25%"
"266";"5";"145";"intake";"bottom 25%"
"267";"5";"115";"intake";"mid 50%"
"268";"5";"238";"intake";"mid 50%"
"269";"5";"232";"intake";"mid 50%"
"270";"5";"242";"intake";"mid 50%"
"271";"5";"250";"intake";"bottom 25%"
"272";"5";"197";"intake";"mid 50%"
"273";"5";"209";"intake";"mid 50%"
"274";"5";"226";"intake";"mid 50%"
"275";"5";"218";"intake";"bottom 25%"
"276";"5";"225";"intake";"mid 50%"
"277";"5";"265";"intake";"mid 50%"
"278";"5";"32";"intake";"mid 50%"
"279";"5";"39";"intake";"bottom 25%"
"280";"5";"41";"intake";"bottom 25%"
"281";"5";"4";"intake";"mid 50%"
"282";"5";"26";"intake";"mid 50%"
"283";"5";"13";"intake";"bottom 25%"
"284";"5";"17";"intake";"bottom 25%"
"285";"5";"110";"intake";"mid 50%"
"286";"5";"84";"intake";"mid 50%"
"287";"5";"74";"intake";"mid 50%"
"288";"5";"92";"intake";"mid 50%"
"289";"5";"93";"intake";"bottom 25%"
"290";"5";"53";"intake";"mid 50%"
"291";"5";"54";"intake";"mid 50%"
"292";"5";"66";"intake";"bottom 25%"
"293";"5";"61";"intake";"bottom 25%"
"294";"5";"64";"intake";"mid 50%"
"295";"6";"109";"intake";"mid 50%"
"296";"6";"110";"intake";"bottom 25%"
"297";"6";"103";"intake";"bottom 25%"
"298";"6";"102";"intake";"bottom 25%"
"299";"6";"101";"intake";"bottom 25%"
"300";"6";"116";"intake";"bottom 25%"
"302";"6";"114";"intake";"bottom 25%"
"303";"6";"113";"intake";"bottom 25%"
"304";"6";"85";"intake";"bottom 25%"
"305";"6";"89";"intake";"mid 50%"
"306";"6";"84";"intake";"mid 50%"
"307";"6";"81";"intake";"bottom 25%"
"308";"6";"99";"intake";"bottom 25%"
"309";"6";"96";"intake";"top 25%"
"310";"6";"97";"intake";"bottom 25%"
"312";"6";"92";"intake";"bottom 25%"
"313";"6";"91";"intake";"bottom 25%"
"314";"6";"78";"intake";"bottom 25%"
"315";"6";"150";"intake";"bottom 25%"
"316";"6";"151";"intake";"mid 50%"
"317";"6";"152";"intake";"mid 50%"
"318";"6";"149";"intake";"mid 50%"
"319";"6";"143";"intake";"mid 50%"
"320";"6";"159";"intake";"mid 50%"
"321";"6";"160";"intake";"bottom 25%"
"322";"6";"156";"intake";"bottom 25%"
"323";"6";"155";"intake";"top 25%"
"324";"6";"120";"intake";"bottom 25%"
"325";"6";"123";"intake";"bottom 25%"
"326";"6";"122";"intake";"mid 50%"
"327";"6";"121";"intake";"bottom 25%"
"328";"6";"141";"intake";"bottom 25%"
"329";"6";"139";"intake";"bottom 25%"
"330";"6";"140";"intake";"bottom 25%"
"331";"6";"136";"intake";"bottom 25%"
"332";"6";"161";"intake";"bottom 25%"
"333";"6";"24";"intake";"mid 50%"
"334";"6";"25";"intake";"bottom 25%"
"335";"6";"19";"intake";"mid 50%"
"336";"6";"17";"intake";"top 25%"
"337";"6";"40";"intake";"bottom 25%"
"338";"6";"41";"intake";"bottom 25%"
"339";"6";"26";"intake";"bottom 25%"
"340";"6";"32";"intake";"bottom 25%"
"341";"6";"31";"intake";"mid 50%"
"342";"6";"43";"intake";"bottom 25%"
"344";"6";"4";"intake";"mid 50%"
"345";"6";"3";"intake";"mid 50%"
"346";"6";"16";"intake";"mid 50%"
"347";"6";"14";"intake";"bottom 25%"
"348";"6";"15";"intake";"mid 50%"
"349";"6";"8";"intake";"bottom 25%"
"350";"6";"9";"intake";"mid 50%"
"351";"6";"13";"intake";"bottom 25%"
"352";"6";"11";"intake";"mid 50%"
"353";"6";"77";"intake";"mid 50%"
"354";"6";"65";"intake";"bottom 25%"
"355";"6";"66";"intake";"mid 50%"
"356";"6";"67";"intake";"bottom 25%"
"357";"6";"64";"intake";"bottom 25%"
"358";"6";"62";"intake";"mid 50%"
"359";"6";"61";"intake";"mid 50%"
"360";"6";"74";"intake";"mid 50%"
"361";"6";"75";"intake";"mid 50%"
"362";"6";"69";"intake";"mid 50%"
"363";"6";"44";"intake";"bottom 25%"
"364";"6";"48";"intake";"mid 50%"
"365";"6";"49";"intake";"bottom 25%"
"366";"6";"50";"intake";"bottom 25%"
"367";"6";"47";"intake";"mid 50%"
"368";"6";"45";"intake";"mid 50%"
"369";"6";"58";"intake";"mid 50%"
"370";"6";"57";"intake";"mid 50%"
"371";"6";"52";"intake";"bottom 25%"
"372";"6";"53";"intake";"bottom 25%"
"373";"6";"55";"intake";"bottom 25%"
"374";"6";"54";"intake";"mid 50%"
"375";"7";"135";"intake";"mid 50%"
"376";"7";"136";"intake";"top 25%"
"377";"7";"138";"intake";"mid 50%"
"378";"7";"134";"intake";"mid 50%"
"379";"7";"132";"intake";"top 25%"
"380";"7";"131";"intake";"mid 50%"
"381";"7";"145";"intake";"mid 50%"
"382";"7";"148";"intake";"mid 50%"
"383";"7";"139";"intake";"mid 50%"
"384";"7";"143";"intake";"bottom 25%"
"385";"7";"141";"intake";"top 25%"
"386";"7";"151";"intake";"mid 50%"
"387";"7";"115";"intake";"mid 50%"
"388";"7";"116";"intake";"bottom 25%"
"390";"7";"114";"intake";"mid 50%"
"391";"7";"111";"intake";"bottom 25%"
"392";"7";"130";"intake";"bottom 25%"
"393";"7";"127";"intake";"mid 50%"
"394";"7";"129";"intake";"mid 50%"
"395";"7";"119";"intake";"mid 50%"
"396";"7";"125";"intake";"mid 50%"
"397";"7";"123";"intake";"mid 50%"
"398";"7";"110";"intake";"bottom 25%"
"399";"7";"185";"intake";"mid 50%"
"400";"7";"186";"intake";"mid 50%"
"401";"7";"187";"intake";"mid 50%"
"402";"7";"184";"intake";"mid 50%"
"403";"7";"183";"intake";"bottom 25%"
"404";"7";"182";"intake";"bottom 25%"
"405";"7";"195";"intake";"mid 50%"
"406";"7";"197";"intake";"mid 50%"
"407";"7";"188";"intake";"mid 50%"
"408";"7";"192";"intake";"bottom 25%"
"409";"7";"191";"intake";"mid 50%"
"410";"7";"153";"intake";"mid 50%"
"411";"7";"156";"intake";"bottom 25%"
"412";"7";"155";"intake";"mid 50%"
"413";"7";"154";"intake";"mid 50%"
"415";"7";"178";"intake";"bottom 25%"
"416";"7";"179";"intake";"mid 50%"
"417";"7";"162";"intake";"mid 50%"
"418";"7";"163";"intake";"mid 50%"
"419";"7";"169";"intake";"top 25%"
"421";"7";"30";"intake";"mid 50%"
"422";"7";"32";"intake";"mid 50%"
"423";"7";"35";"intake";"mid 50%"
"424";"7";"28";"intake";"mid 50%"
"425";"7";"26";"intake";"mid 50%"
"426";"7";"46";"intake";"bottom 25%"
"427";"7";"48";"intake";"mid 50%"
"428";"7";"38";"intake";"top 25%"
"429";"7";"49";"intake";"mid 50%"
"430";"7";"6";"intake";"mid 50%"
"431";"7";"8";"intake";"mid 50%"
"432";"7";"10";"intake";"bottom 25%"
"433";"7";"3";"intake";"mid 50%"
"434";"7";"2";"intake";"mid 50%"
"435";"7";"22";"intake";"bottom 25%"
"436";"7";"20";"intake";"bottom 25%"
"437";"7";"21";"intake";"bottom 25%"
"438";"7";"11";"intake";"bottom 25%"
"439";"7";"14";"intake";"mid 50%"
"440";"7";"16";"intake";"mid 50%"
"441";"7";"15";"intake";"top 25%"
"442";"7";"108";"intake";"mid 50%"
"443";"7";"87";"intake";"mid 50%"
"444";"7";"89";"intake";"mid 50%"
"445";"7";"86";"intake";"bottom 25%"
"446";"7";"85";"intake";"mid 50%"
"447";"7";"79";"intake";"bottom 25%"
"448";"7";"104";"intake";"mid 50%"
"449";"7";"95";"intake";"mid 50%"
"450";"7";"97";"intake";"mid 50%"
"451";"7";"102";"intake";"mid 50%"
"452";"7";"98";"intake";"mid 50%"
"453";"7";"50";"intake";"mid 50%"
"454";"7";"54";"intake";"mid 50%"
"455";"7";"55";"intake";"mid 50%"
"456";"7";"53";"intake";"mid 50%"
"457";"7";"52";"intake";"bottom 25%"
"458";"7";"73";"intake";"mid 50%"
"459";"7";"76";"intake";"mid 50%"
"460";"7";"69";"intake";"mid 50%"
"461";"7";"71";"intake";"mid 50%"
"462";"7";"70";"intake";"mid 50%"
"463";"8";"107";"intake";"mid 50%"
"464";"8";"108";"intake";"bottom 25%"
"465";"8";"109";"intake";"bottom 25%"
"466";"8";"104";"intake";"bottom 25%"
"467";"8";"106";"intake";"mid 50%"
"468";"8";"105";"intake";"top 25%"
"469";"8";"103";"intake";"bottom 25%"
"470";"8";"116";"intake";"bottom 25%"
"471";"8";"117";"intake";"top 25%"
"472";"8";"110";"intake";"mid 50%"
"473";"8";"112";"intake";"bottom 25%"
"474";"8";"118";"intake";"mid 50%"
"476";"8";"85";"intake";"mid 50%"
"477";"8";"87";"intake";"top 25%"
"478";"8";"88";"intake";"bottom 25%"
"479";"8";"81";"intake";"mid 50%"
"480";"8";"84";"intake";"top 25%"
"481";"8";"82";"intake";"top 25%"
"482";"8";"102";"intake";"mid 50%"
"483";"8";"100";"intake";"mid 50%"
"484";"8";"97";"intake";"top 25%"
"485";"8";"91";"intake";"bottom 25%"
"486";"8";"92";"intake";"bottom 25%"
"487";"8";"95";"intake";"bottom 25%"
"488";"8";"94";"intake";"mid 50%"
"489";"8";"80";"intake";"mid 50%"
"490";"8";"149";"intake";"bottom 25%"
"491";"8";"151";"intake";"mid 50%"
"492";"8";"145";"intake";"mid 50%"
"493";"8";"147";"intake";"mid 50%"
"494";"8";"146";"intake";"mid 50%"
"495";"8";"144";"intake";"mid 50%"
"496";"8";"158";"intake";"mid 50%"
"497";"8";"153";"intake";"mid 50%"
"498";"8";"157";"intake";"bottom 25%"
"499";"8";"156";"intake";"mid 50%"
"500";"8";"122";"intake";"mid 50%"
"501";"8";"128";"intake";"mid 50%"
"502";"8";"130";"intake";"mid 50%"
"503";"8";"132";"intake";"bottom 25%"
"504";"8";"123";"intake";"bottom 25%"
"505";"8";"125";"intake";"bottom 25%"
"506";"8";"124";"intake";"mid 50%"
"507";"8";"138";"intake";"top 25%"
"508";"8";"137";"intake";"top 25%"
"509";"8";"141";"intake";"bottom 25%"
"510";"8";"133";"intake";"top 25%"
"511";"8";"134";"intake";"mid 50%"
"512";"8";"136";"intake";"mid 50%"
"513";"8";"135";"intake";"mid 50%"
"514";"8";"161";"intake";"bottom 25%"
"515";"8";"27";"intake";"mid 50%"
"516";"8";"28";"intake";"mid 50%"
"517";"8";"29";"intake";"bottom 25%"
"518";"8";"22";"intake";"bottom 25%"
"519";"8";"24";"intake";"bottom 25%"
"520";"8";"21";"intake";"mid 50%"
"521";"8";"38";"intake";"top 25%"
"522";"8";"37";"intake";"mid 50%"
"523";"8";"39";"intake";"mid 50%"
"524";"8";"31";"intake";"mid 50%"
"525";"8";"32";"intake";"mid 50%"
"526";"8";"36";"intake";"mid 50%"
"527";"8";"41";"intake";"bottom 25%"
"528";"8";"4";"intake";"mid 50%"
"529";"8";"6";"intake";"mid 50%"
"530";"8";"2";"intake";"bottom 25%"
"531";"8";"20";"intake";"top 25%"
"532";"8";"18";"intake";"bottom 25%"
"533";"8";"17";"intake";"mid 50%"
"534";"8";"19";"intake";"mid 50%"
"535";"8";"11";"intake";"mid 50%"
"536";"8";"12";"intake";"mid 50%"
"537";"8";"16";"intake";"mid 50%"
"538";"8";"13";"intake";"mid 50%"
"539";"8";"79";"intake";"bottom 25%"
"540";"8";"67";"intake";"mid 50%"
"541";"8";"68";"intake";"mid 50%"
"542";"8";"69";"intake";"mid 50%"
"543";"8";"62";"intake";"mid 50%"
"544";"8";"66";"intake";"top 25%"
"545";"8";"77";"intake";"bottom 25%"
"546";"8";"75";"intake";"mid 50%"
"547";"8";"78";"intake";"bottom 25%"
"548";"8";"70";"intake";"mid 50%"
"549";"8";"72";"intake";"top 25%"
"550";"8";"74";"intake";"mid 50%"
"551";"8";"73";"intake";"bottom 25%"
"552";"8";"47";"intake";"mid 50%"
"553";"8";"48";"intake";"mid 50%"
"554";"8";"49";"intake";"bottom 25%"
"555";"8";"43";"intake";"mid 50%"
"556";"8";"45";"intake";"top 25%"
"557";"8";"44";"intake";"mid 50%"
"558";"8";"59";"intake";"mid 50%"
"559";"8";"56";"intake";"mid 50%"
"560";"8";"55";"intake";"mid 50%"
"561";"8";"57";"intake";"mid 50%"
"562";"8";"52";"intake";"mid 50%"
"563";"8";"54";"intake";"mid 50%"
"564";"8";"53";"intake";"bottom 25%"
"565";"9";"106";"intake";"mid 50%"
"566";"9";"101";"intake";"mid 50%"
"567";"9";"117";"intake";"top 25%"
"568";"9";"121";"intake";"mid 50%"
"569";"9";"79";"intake";"top 25%"
"570";"9";"93";"intake";"mid 50%"
"571";"9";"86";"intake";"top 25%"
"572";"9";"77";"intake";"bottom 25%"
"573";"9";"161";"intake";"top 25%"
"574";"9";"170";"intake";"top 25%"
"575";"9";"168";"intake";"bottom 25%"
"576";"9";"169";"intake";"mid 50%"
"577";"9";"131";"intake";"bottom 25%"
"578";"9";"146";"intake";"mid 50%"
"579";"9";"157";"intake";"mid 50%"
"580";"9";"155";"intake";"bottom 25%"
"581";"9";"147";"intake";"mid 50%"
"582";"9";"148";"intake";"bottom 25%"
"584";"9";"36";"intake";"top 25%"
"585";"9";"31";"intake";"mid 50%"
"586";"9";"8";"intake";"mid 50%"
"587";"9";"14";"intake";"mid 50%"
"588";"9";"13";"intake";"top 25%"
"589";"9";"9";"intake";"top 25%"
"590";"9";"62";"intake";"mid 50%"
"591";"9";"60";"intake";"bottom 25%"
"592";"9";"59";"intake";"bottom 25%"
"593";"9";"68";"intake";"mid 50%"
"594";"9";"63";"intake";"mid 50%"
"595";"9";"67";"intake";"mid 50%"
"596";"9";"44";"intake";"bottom 25%"
"597";"9";"41";"intake";"mid 50%"
"598";"9";"58";"intake";"mid 50%"
"599";"10";"81";"intake";"bottom 25%"
"600";"10";"83";"intake";"mid 50%"
"601";"10";"80";"intake";"top 25%"
"602";"10";"79";"intake";"mid 50%"
"603";"10";"84";"intake";"bottom 25%"
"604";"10";"92";"intake";"mid 50%"
"605";"10";"67";"intake";"mid 50%"
"606";"10";"68";"intake";"mid 50%"
"607";"10";"64";"intake";"mid 50%"
"608";"10";"74";"intake";"mid 50%"
"609";"10";"72";"intake";"bottom 25%"
"610";"10";"71";"intake";"bottom 25%"
"611";"10";"61";"intake";"bottom 25%"
"612";"10";"114";"intake";"bottom 25%"
"613";"10";"117";"intake";"mid 50%"
"614";"10";"112";"intake";"mid 50%"
"615";"10";"111";"intake";"mid 50%"
"616";"10";"126";"intake";"mid 50%"
"617";"10";"121";"intake";"mid 50%"
"618";"10";"122";"intake";"mid 50%"
"619";"10";"93";"intake";"bottom 25%"
"620";"10";"97";"intake";"mid 50%"
"621";"10";"99";"intake";"bottom 25%"
"622";"10";"95";"intake";"bottom 25%"
"623";"10";"101";"intake";"mid 50%"
"624";"10";"102";"intake";"bottom 25%"
"625";"10";"127";"intake";"mid 50%"
"626";"10";"19";"intake";"mid 50%"
"627";"10";"18";"intake";"mid 50%"
"628";"10";"27";"intake";"bottom 25%"
"629";"10";"26";"intake";"bottom 25%"
"630";"10";"25";"intake";"mid 50%"
"631";"10";"4";"intake";"mid 50%"
"632";"10";"5";"intake";"mid 50%"
"633";"10";"3";"intake";"top 25%"
"634";"10";"15";"intake";"bottom 25%"
"635";"10";"13";"intake";"mid 50%"
"636";"10";"12";"intake";"mid 50%"
"637";"10";"11";"intake";"bottom 25%"
"638";"10";"49";"intake";"mid 50%"
"639";"10";"50";"intake";"mid 50%"
"640";"10";"47";"intake";"bottom 25%"
"641";"10";"45";"intake";"bottom 25%"
"642";"10";"58";"intake";"bottom 25%"
"643";"10";"51";"intake";"bottom 25%"
"644";"10";"54";"intake";"mid 50%"
"645";"10";"29";"intake";"mid 50%"
"646";"10";"34";"intake";"mid 50%"
"647";"10";"40";"intake";"mid 50%"
"648";"10";"39";"intake";"mid 50%"
"649";"11";"87";"intake";"mid 50%"
"650";"11";"90";"intake";"mid 50%"
"651";"11";"86";"intake";"bottom 25%"
"652";"11";"85";"intake";"mid 50%"
"653";"11";"84";"intake";"mid 50%"
"654";"11";"96";"intake";"mid 50%"
"655";"11";"91";"intake";"bottom 25%"
"656";"11";"95";"intake";"bottom 25%"
"657";"11";"93";"intake";"bottom 25%"
"658";"11";"69";"intake";"bottom 25%"
"659";"11";"74";"intake";"bottom 25%"
"660";"11";"68";"intake";"mid 50%"
"661";"11";"82";"intake";"top 25%"
"662";"11";"81";"intake";"bottom 25%"
"663";"11";"77";"intake";"bottom 25%"
"664";"11";"78";"intake";"mid 50%"
"665";"11";"66";"intake";"bottom 25%"
"666";"11";"118";"intake";"mid 50%"
"667";"11";"119";"intake";"bottom 25%"
"668";"11";"117";"intake";"mid 50%"
"669";"11";"114";"intake";"mid 50%"
