school;student;intake;sex;vr;normexam;standLRT;schgend;type;schavg
2;11;top 25%;F;top 25%;-0.623051;-1.695182;girls;Sngl;0.3951492
2;15;mid 50%;F;top 25%;2.0397092;0.3711052;girls;Sngl;0.3951492
2;26;bottom 25%;F;top 25%;1.7348992;1.9414832;girls;Sngl;0.3951492
2;31;bottom 25%;F;top 25%;2.7018012;2.0241342;girls;Sngl;0.3951492
2;32;mid 50%;F;top 25%;-1.962075;-0.45541;girls;Sngl;0.3951492
2;35;bottom 25%;F;top 25%;0.3280722;1.3629222;girls;Sngl;0.3951492
2;40;mid 50%;F;top 25%;-0.265159;-0.538061;girls;Sngl;0.3951492
2;43;bottom 25%;F;top 25%;3.1340482;1.2802712;girls;Sngl;0.3951492
2;44;bottom 25%;F;top 25%;1.6618062;0.7017112;girls;Sngl;0.3951492
2;46;bottom 25%;F;top 25%;2.1029752;2.1894372;girls;Sngl;0.3951492
2;49;top 25%;F;top 25%;-1.335315;-1.116621;girls;Sngl;0.3951492
2;50;top 25%;F;top 25%;-0.85267;-1.116621;girls;Sngl;0.3951492
2;53;mid 50%;F;top 25%;0.6107292;-0.042152;girls;Sngl;0.3951492
2;54;mid 50%;F;top 25%;0.6107292;-0.45541;girls;Sngl;0.3951492
2;55;bottom 25%;F;top 25%;0.4026692;1.2802712;girls;Sngl;0.3951492
2;57;mid 50%;F;top 25%;-1.219486;0.2058022;girls;Sngl;0.3951492
2;59;bottom 25%;F;top 25%;1.8138272;2.4373912;girls;Sngl;0.3951492
2;60;bottom 25%;F;top 25%;1.9771072;2.0241342;girls;Sngl;0.3951492
2;61;bottom 25%;F;top 25%;1.1094382;2.1894372;girls;Sngl;0.3951492
2;65;bottom 25%;F;top 25%;1.0396082;1.6108772;girls;Sngl;0.3951492
2;68;mid 50%;F;top 25%;0.7472282;0.0404992;girls;Sngl;0.3951492
2;77;bottom 25%;F;top 25%;2.9246672;0.9496652;girls;Sngl;0.3951492
2;78;mid 50%;F;top 25%;2.7018012;-0.45541;girls;Sngl;0.3951492
2;84;top 25%;F;top 25%;-0.129085;-1.281924;girls;Sngl;0.3951492
2;87;mid 50%;F;top 25%;-0.129085;-0.538061;girls;Sngl;0.3951492
2;91;bottom 25%;F;top 25%;1.5061852;1.0323172;girls;Sngl;0.3951492
2;95;mid 50%;F;top 25%;0.6107292;0.2884532;girls;Sngl;0.3951492
2;100;mid 50%;F;top 25%;1.5792202;0.1231502;girls;Sngl;0.3951492
2;102;mid 50%;F;top 25%;-1.118624;-0.620713;girls;Sngl;0.3951492
2;104;bottom 25%;F;top 25%;1.7348992;1.2802712;girls;Sngl;0.3951492
2;108;bottom 25%;F;top 25%;0.4781942;0.7017112;girls;Sngl;0.3951492
2;109;bottom 25%;F;top 25%;2.4086922;0.6190592;girls;Sngl;0.3951492
2;110;mid 50%;F;top 25%;0.0043222;-0.620713;girls;Sngl;0.3951492
2;112;bottom 25%;F;top 25%;0.4026692;0.7843622;girls;Sngl;0.3951492
2;113;mid 50%;F;top 25%;-0.623051;-0.786016;girls;Sngl;0.3951492
2;115;mid 50%;F;top 25%;0.8219882;-0.372758;girls;Sngl;0.3951492
2;119;bottom 25%;F;top 25%;2.4086922;1.9414832;girls;Sngl;0.3951492
2;129;mid 50%;F;top 25%;-1.029067;-0.868667;girls;Sngl;0.3951492
2;131;mid 50%;F;top 25%;0.5443412;0.3711052;girls;Sngl;0.3951492
2;132;bottom 25%;F;top 25%;2.2031212;1.2802712;girls;Sngl;0.3951492
2;134;bottom 25%;F;top 25%;0.6107292;1.3629222;girls;Sngl;0.3951492
2;135;bottom 25%;F;top 25%;3.1340482;1.0323172;girls;Sngl;0.3951492
2;137;mid 50%;F;top 25%;1.4395322;0.0404992;girls;Sngl;0.3951492
2;138;mid 50%;F;top 25%;1.0396082;-0.290107;girls;Sngl;0.3951492
2;143;mid 50%;F;top 25%;-0.623051;-0.45541;girls;Sngl;0.3951492
2;147;mid 50%;F;top 25%;0.6107292;0.1231502;girls;Sngl;0.3951492
3;9;bottom 25%;M;top 25%;1.4395322;0.7017112;mixed;Mxd;0.5141552
3;12;bottom 25%;M;top 25%;1.9771072;2.4373912;mixed;Mxd;0.5141552
3;18;bottom 25%;M;top 25%;1.2405332;1.0323172;mixed;Mxd;0.5141552
3;20;mid 50%;F;top 25%;1.3747412;0.3711052;mixed;Mxd;0.5141552
3;22;bottom 25%;F;top 25%;1.5792202;0.9496652;mixed;Mxd;0.5141552
3;36;bottom 25%;M;top 25%;2.0397092;2.4373912;mixed;Mxd;0.5141552
3;41;bottom 25%;F;top 25%;1.8138272;1.2802712;mixed;Mxd;0.5141552
3;42;bottom 25%;M;top 25%;2.2031212;1.8588312;mixed;Mxd;0.5141552
3;46;bottom 25%;F;top 25%;0.8219882;1.0323172;mixed;Mxd;0.5141552
3;54;mid 50%;F;top 25%;-0.492781;0.2884532;mixed;Mxd;0.5141552
3;60;bottom 25%;M;top 25%;0.7472282;0.5364082;mixed;Mxd;0.5141552
3;67;bottom 25%;F;top 25%;0.6107292;1.2802712;mixed;Mxd;0.5141552
3;71;mid 50%;M;top 25%;0.9675862;0.5364082;mixed;Mxd;0.5141552
3;73;mid 50%;M;top 25%;2.2031212;-0.042152;mixed;Mxd;0.5141552
3;83;bottom 25%;M;top 25%;-0.197611;0.6190592;mixed;Mxd;0.5141552
3;86;mid 50%;M;top 25%;1.4395322;0.0404992;mixed;Mxd;0.5141552
3;87;mid 50%;M;top 25%;1.0396082;0.0404992;mixed;Mxd;0.5141552
3;88;mid 50%;M;top 25%;-0.338842;-0.951318;mixed;Mxd;0.5141552
3;90;mid 50%;M;top 25%;0.8219882;-0.620713;mixed;Mxd;0.5141552
3;94;bottom 25%;F;top 25%;2.1029752;0.9496652;mixed;Mxd;0.5141552
3;98;bottom 25%;F;top 25%;1.5061852;0.9496652;mixed;Mxd;0.5141552
3;102;mid 50%;M;top 25%;1.1094382;0.2058022;mixed;Mxd;0.5141552
3;103;bottom 25%;M;top 25%;0.1340672;0.6190592;mixed;Mxd;0.5141552
3;104;bottom 25%;F;top 25%;0.8965662;1.1976192;mixed;Mxd;0.5141552
3;119;bottom 25%;M;top 25%;-0.699505;0.7017112;mixed;Mxd;0.5141552
3;120;mid 50%;M;top 25%;0.1340672;-0.538061;mixed;Mxd;0.5141552
3;121;bottom 25%;M;top 25%;2.4086922;1.4455742;mixed;Mxd;0.5141552
3;122;mid 50%;M;top 25%;0.8965662;-0.124804;mixed;Mxd;0.5141552
3;123;top 25%;M;top 25%;-0.062088;-1.860484;mixed;Mxd;0.5141552
3;125;mid 50%;F;top 25%;1.1758492;0.1231502;mixed;Mxd;0.5141552
3;134;mid 50%;M;top 25%;0.0043222;-0.042152;mixed;Mxd;0.5141552
3;136;mid 50%;F;top 25%;-0.197611;-0.042152;mixed;Mxd;0.5141552
3;169;bottom 25%;F;top 25%;2.9246672;1.3629222;mixed;Mxd;0.5141552
3;171;bottom 25%;F;top 25%;-0.699505;1.3629222;mixed;Mxd;0.5141552
3;172;bottom 25%;M;top 25%;1.8138272;1.1976192;mixed;Mxd;0.5141552
3;173;mid 50%;F;top 25%;0.4026692;0.2884532;mixed;Mxd;0.5141552
3;180;top 25%;M;top 25%;-1.118624;-1.116621;mixed;Mxd;0.5141552
3;181;mid 50%;F;top 25%;0.1340672;0.3711052;mixed;Mxd;0.5141552
3;188;bottom 25%;M;top 25%;0.7472282;0.6190592;mixed;Mxd;0.5141552
3;194;bottom 25%;F;top 25%;1.5792202;0.7017112;mixed;Mxd;0.5141552
3;195;bottom 25%;F;top 25%;0.2613242;1.1976192;mixed;Mxd;0.5141552
3;197;mid 50%;F;top 25%;0.6787592;-0.620713;mixed;Mxd;0.5141552
3;204;bottom 25%;M;top 25%;1.9771072;2.4373912;mixed;Mxd;0.5141552
3;206;bottom 25%;F;top 25%;-0.265159;1.2802712;mixed;Mxd;0.5141552
3;207;mid 50%;F;top 25%;1.5061852;-0.207455;mixed;Mxd;0.5141552
3;208;mid 50%;M;top 25%;0.2613242;-0.207455;mixed;Mxd;0.5141552
3;211;bottom 25%;M;top 25%;1.3747412;0.3711052;mixed;Mxd;0.5141552
3;212;mid 50%;F;top 25%;0.9675862;0.2058022;mixed;Mxd;0.5141552
3;219;mid 50%;F;top 25%;0.4026692;0.2884532;mixed;Mxd;0.5141552
4;5;bottom 25%;M;mid 50%;0.5443412;1.1976192;mixed;Mxd;0.0917642
4;6;bottom 25%;F;mid 50%;2.1029752;2.2720892;mixed;Mxd;0.0917642
4;10;mid 50%;F;mid 50%;1.5792202;-0.538061;mixed;Mxd;0.0917642
4;12;mid 50%;F;mid 50%;1.0396082;0.0404992;mixed;Mxd;0.0917642
4;14;bottom 25%;M;mid 50%;1.5061852;2.1067862;mixed;Mxd;0.0917642
4;15;mid 50%;M;mid 50%;-0.555112;-0.703364;mixed;Mxd;0.0917642
4;19;bottom 25%;F;mid 50%;2.1029752;0.8670142;mixed;Mxd;0.0917642
4;20;bottom 25%;F;mid 50%;0.6787592;1.5282252;mixed;Mxd;0.0917642
4;21;bottom 25%;M;mid 50%;0.7472282;0.7017112;mixed;Mxd;0.0917642
4;22;bottom 25%;M;mid 50%;1.9771072;2.3547402;mixed;Mxd;0.0917642
4;24;mid 50%;F;mid 50%;0.1340672;0.0404992;mixed;Mxd;0.0917642
4;26;bottom 25%;F;mid 50%;1.4395322;0.6190592;mixed;Mxd;0.0917642
4;27;mid 50%;F;mid 50%;0.1941492;-0.538061;mixed;Mxd;0.0917642
4;28;mid 50%;F;mid 50%;-0.85267;0.3711052;mixed;Mxd;0.0917642
4;29;top 25%;M;mid 50%;-1.335315;-1.860484;mixed;Mxd;0.0917642
4;30;top 25%;M;mid 50%;-2.291731;-1.860484;mixed;Mxd;0.0917642
4;34;bottom 25%;F;mid 50%;2.0397092;1.7761802;mixed;Mxd;0.0917642
4;36;mid 50%;M;mid 50%;-0.555112;-0.207455;mixed;Mxd;0.0917642
4;37;mid 50%;F;mid 50%;-0.555112;0.0404992;mixed;Mxd;0.0917642
4;38;mid 50%;M;mid 50%;-0.555112;-0.951318;mixed;Mxd;0.0917642
4;39;mid 50%;M;mid 50%;0.8219882;0.0404992;mixed;Mxd;0.0917642
4;41;mid 50%;F;mid 50%;2.3136012;0.4537562;mixed;Mxd;0.0917642
4;42;mid 50%;M;mid 50%;-0.85267;-0.290107;mixed;Mxd;0.0917642
4;43;bottom 25%;F;mid 50%;-0.265159;0.7843622;mixed;Mxd;0.0917642
4;44;mid 50%;M;mid 50%;-1.62373;-0.951318;mixed;Mxd;0.0917642
4;49;mid 50%;M;mid 50%;-0.555112;0.0404992;mixed;Mxd;0.0917642
4;51;bottom 25%;F;mid 50%;1.1094382;1.8588312;mixed;Mxd;0.0917642
4;54;bottom 25%;M;mid 50%;1.9003352;1.4455742;mixed;Mxd;0.0917642
4;55;mid 50%;M;mid 50%;0.3280722;0.1231502;mixed;Mxd;0.0917642
4;57;mid 50%;M;mid 50%;-0.062088;-0.538061;mixed;Mxd;0.0917642
4;60;bottom 25%;F;mid 50%;0.7472282;0.7843622;mixed;Mxd;0.0917642
4;67;top 25%;F;mid 50%;-0.939378;-1.777833;mixed;Mxd;0.0917642
4;68;mid 50%;F;mid 50%;-0.492781;-0.786016;mixed;Mxd;0.0917642
4;73;bottom 25%;F;mid 50%;-0.062088;0.8670142;mixed;Mxd;0.0917642
4;74;mid 50%;M;mid 50%;-1.029067;0.2058022;mixed;Mxd;0.0917642
4;75;mid 50%;M;mid 50%;-0.623051;0.1231502;mixed;Mxd;0.0917642
4;76;bottom 25%;M;mid 50%;1.1758492;1.6935282;mixed;Mxd;0.0917642
4;77;mid 50%;M;mid 50%;-1.219486;-0.703364;mixed;Mxd;0.0917642
4;79;mid 50%;M;mid 50%;-0.623051;-0.042152;mixed;Mxd;0.0917642
4;81;mid 50%;F;mid 50%;-1.029067;-0.786016;mixed;Mxd;0.0917642
4;82;bottom 25%;F;mid 50%;0.0735362;0.6190592;mixed;Mxd;0.0917642
4;84;mid 50%;F;mid 50%;-0.555112;-0.620713;mixed;Mxd;0.0917642
4;87;mid 50%;M;mid 50%;1.5792202;0.3711052;mixed;Mxd;0.0917642
4;90;mid 50%;F;mid 50%;-0.265159;-0.290107;mixed;Mxd;0.0917642
4;91;mid 50%;M;mid 50%;-1.526653;-0.868667;mixed;Mxd;0.0917642
4;92;mid 50%;F;mid 50%;0.4026692;-0.372758;mixed;Mxd;0.0917642
4;93;mid 50%;M;mid 50%;-0.197611;-0.45541;mixed;Mxd;0.0917642
4;98;bottom 25%;F;mid 50%;0.0735362;0.8670142;mixed;Mxd;0.0917642
4;102;mid 50%;M;mid 50%;0.4026692;-0.042152;mixed;Mxd;0.0917642
4;104;mid 50%;M;mid 50%;-0.699505;-0.207455;mixed;Mxd;0.0917642
4;105;bottom 25%;F;mid 50%;2.5323522;0.8670142;mixed;Mxd;0.0917642
4;107;mid 50%;F;mid 50%;0.6787592;-0.45541;mixed;Mxd;0.0917642
4;108;bottom 25%;M;mid 50%;0.3280722;1.9414832;mixed;Mxd;0.0917642
4;110;mid 50%;M;mid 50%;-0.85267;-0.703364;mixed;Mxd;0.0917642
4;113;mid 50%;M;mid 50%;-0.85267;-1.03397;mixed;Mxd;0.0917642
4;116;bottom 25%;M;mid 50%;0.2613242;1.8588312;mixed;Mxd;0.0917642
4;121;mid 50%;M;mid 50%;0.4781942;-0.207455;mixed;Mxd;0.0917642
4;133;mid 50%;F;mid 50%;0.6787592;0.3711052;mixed;Mxd;0.0917642
4;138;top 25%;M;mid 50%;-1.723882;-1.281924;mixed;Mxd;0.0917642
4;143;mid 50%;F;mid 50%;0.1941492;0.1231502;mixed;Mxd;0.0917642
4;145;mid 50%;M;mid 50%;-0.419801;-0.538061;mixed;Mxd;0.0917642
4;150;bottom 25%;M;mid 50%;-0.129085;0.6190592;mixed;Mxd;0.0917642
4;153;top 25%;F;mid 50%;-1.438662;-1.777833;mixed;Mxd;0.0917642
4;154;mid 50%;M;mid 50%;-0.265159;-0.868667;mixed;Mxd;0.0917642
4;155;mid 50%;F;mid 50%;-2.291731;-0.868667;mixed;Mxd;0.0917642
4;156;top 25%;M;mid 50%;-0.699505;-1.199273;mixed;Mxd;0.0917642
4;157;bottom 25%;M;mid 50%;0.5443412;0.5364082;mixed;Mxd;0.0917642
4;158;mid 50%;M;mid 50%;0.6787592;-0.703364;mixed;Mxd;0.0917642
4;159;bottom 25%;M;mid 50%;1.1094382;0.3711052;mixed;Mxd;0.0917642
4;160;bottom 25%;M;mid 50%;-0.062088;0.9496652;mixed;Mxd;0.0917642
4;169;mid 50%;M;mid 50%;-0.623051;0.2058022;mixed;Mxd;0.0917642
4;178;mid 50%;F;mid 50%;-0.419801;-0.124804;mixed;Mxd;0.0917642
4;182;top 25%;M;mid 50%;-1.62373;-2.356393;mixed;Mxd;0.0917642
4;185;mid 50%;M;mid 50%;-0.338842;0.2884532;mixed;Mxd;0.0917642
4;187;bottom 25%;F;mid 50%;0.6787592;0.9496652;mixed;Mxd;0.0917642
4;190;bottom 25%;F;mid 50%;1.3101422;0.6190592;mixed;Mxd;0.0917642
4;192;bottom 25%;M;mid 50%;-0.699505;0.7843622;mixed;Mxd;0.0917642
5;4;mid 50%;F;top 25%;-0.129085;-1.199273;mixed;Mxd;0.2105252
5;13;bottom 25%;M;top 25%;0.2613242;0.7017112;mixed;Mxd;0.2105252
5;17;bottom 25%;F;top 25%;1.4395322;1.1976192;mixed;Mxd;0.2105252
5;26;mid 50%;F;top 25%;1.1758492;-0.372758;mixed;Mxd;0.2105252
5;32;mid 50%;F;top 25%;0.6107292;0.2884532;mixed;Mxd;0.2105252
5;39;bottom 25%;F;top 25%;0.6787592;0.6190592;mixed;Mxd;0.2105252
5;41;bottom 25%;M;top 25%;0.1941492;0.5364082;mixed;Mxd;0.2105252
5;53;mid 50%;F;top 25%;-0.776109;-0.786016;mixed;Mxd;0.2105252
5;54;mid 50%;F;top 25%;-1.219486;-0.372758;mixed;Mxd;0.2105252
5;61;bottom 25%;F;top 25%;0.4026692;0.5364082;mixed;Mxd;0.2105252
5;64;mid 50%;F;top 25%;-0.419801;-0.290107;mixed;Mxd;0.2105252
5;66;bottom 25%;M;top 25%;1.1758492;0.8670142;mixed;Mxd;0.2105252
5;74;mid 50%;M;top 25%;-0.492781;-0.290107;mixed;Mxd;0.2105252
5;84;mid 50%;F;top 25%;-1.219486;-0.703364;mixed;Mxd;0.2105252
5;92;mid 50%;M;top 25%;1.3101422;0.4537562;mixed;Mxd;0.2105252
5;93;bottom 25%;M;top 25%;0.6107292;0.5364082;mixed;Mxd;0.2105252
5;110;mid 50%;M;top 25%;0.4781942;0.1231502;mixed;Mxd;0.2105252
5;115;mid 50%;F;top 25%;-0.129085;-0.372758;mixed;Mxd;0.2105252
5;127;mid 50%;M;top 25%;0.1941492;0.0404992;mixed;Mxd;0.2105252
5;130;bottom 25%;F;top 25%;1.5061852;0.7017112;mixed;Mxd;0.2105252
5;145;bottom 25%;F;top 25%;0.3280722;1.1976192;mixed;Mxd;0.2105252
5;161;bottom 25%;M;top 25%;0.2613242;0.9496652;mixed;Mxd;0.2105252
5;171;mid 50%;F;top 25%;1.0396082;-0.372758;mixed;Mxd;0.2105252
5;172;mid 50%;F;top 25%;0.1941492;0.2884532;mixed;Mxd;0.2105252
5;197;mid 50%;F;top 25%;0.7472282;0.4537562;mixed;Mxd;0.2105252
5;209;mid 50%;M;top 25%;-0.062088;-0.372758;mixed;Mxd;0.2105252
5;218;bottom 25%;F;top 25%;2.1029752;2.0241342;mixed;Mxd;0.2105252
5;225;mid 50%;M;top 25%;0.3280722;-0.620713;mixed;Mxd;0.2105252
5;226;mid 50%;M;top 25%;0.4026692;-0.207455;mixed;Mxd;0.2105252
5;232;mid 50%;F;top 25%;0.1941492;0.5364082;mixed;Mxd;0.2105252
5;238;mid 50%;F;top 25%;-1.118624;-0.372758;mixed;Mxd;0.2105252
5;242;mid 50%;M;top 25%;0.3280722;-0.124804;mixed;Mxd;0.2105252
5;250;bottom 25%;M;top 25%;1.1094382;1.7761802;mixed;Mxd;0.2105252
5;265;mid 50%;M;top 25%;1.5792202;-0.207455;mixed;Mxd;0.2105252
6;3;mid 50%;F;top 25%;0.9675862;-0.207455;girls;Sngl;0.6376562
6;4;mid 50%;F;top 25%;0.0043222;-0.372758;girls;Sngl;0.6376562
6;8;bottom 25%;F;top 25%;1.5792202;1.3629222;girls;Sngl;0.6376562
6;9;mid 50%;F;top 25%;-0.699505;0.0404992;girls;Sngl;0.6376562
6;11;mid 50%;F;top 25%;1.1758492;0.5364082;girls;Sngl;0.6376562
6;13;bottom 25%;F;top 25%;1.2405332;1.6935282;girls;Sngl;0.6376562
6;14;bottom 25%;F;top 25%;1.3101422;2.0241342;girls;Sngl;0.6376562
6;15;mid 50%;F;top 25%;0.5443412;0.2884532;girls;Sngl;0.6376562
6;16;mid 50%;F;top 25%;1.3747412;-0.124804;girls;Sngl;0.6376562
6;17;top 25%;F;top 25%;-1.723882;-1.447227;girls;Sngl;0.6376562
6;19;mid 50%;F;top 25%;0.8219882;0.1231502;girls;Sngl;0.6376562
6;24;mid 50%;F;top 25%;1.2405332;0.2884532;girls;Sngl;0.6376562
6;25;bottom 25%;F;top 25%;1.9771072;1.4455742;girls;Sngl;0.6376562
6;31;mid 50%;F;top 25%;0.1941492;0.3711052;girls;Sngl;0.6376562
6;32;bottom 25%;F;top 25%;2.3136012;1.1976192;girls;Sngl;0.6376562
6;40;bottom 25%;F;top 25%;0.0735362;0.6190592;girls;Sngl;0.6376562
6;41;bottom 25%;F;top 25%;1.5792202;1.1976192;girls;Sngl;0.6376562
6;43;bottom 25%;F;top 25%;1.7348992;2.2720892;girls;Sngl;0.6376562
6;44;bottom 25%;F;top 25%;0.8219882;0.8670142;girls;Sngl;0.6376562
6;45;mid 50%;F;top 25%;0.3280722;-0.372758;girls;Sngl;0.6376562
6;47;mid 50%;F;top 25%;0.9675862;0.1231502;girls;Sngl;0.6376562
6;48;mid 50%;F;top 25%;0.6787592;0.1231502;girls;Sngl;0.6376562
6;49;bottom 25%;F;top 25%;1.8138272;1.0323172;girls;Sngl;0.6376562
6;50;bottom 25%;F;top 25%;1.5061852;1.1149682;girls;Sngl;0.6376562
6;52;bottom 25%;F;top 25%;0.3280722;1.6108772;girls;Sngl;0.6376562
6;53;bottom 25%;F;top 25%;-0.623051;0.5364082;girls;Sngl;0.6376562
6;55;bottom 25%;F;top 25%;1.9771072;1.1149682;girls;Sngl;0.6376562
6;57;mid 50%;F;top 25%;0.3280722;-0.124804;girls;Sngl;0.6376562
6;58;mid 50%;F;top 25%;-0.419801;0.4537562;girls;Sngl;0.6376562
6;61;mid 50%;F;top 25%;1.1094382;-0.290107;girls;Sngl;0.6376562
6;62;mid 50%;F;top 25%;0.0043222;-0.042152;girls;Sngl;0.6376562
6;64;bottom 25%;F;top 25%;1.3101422;0.6190592;girls;Sngl;0.6376562
6;65;bottom 25%;F;top 25%;1.7348992;1.1976192;girls;Sngl;0.6376562
6;66;mid 50%;F;top 25%;-0.939378;0.2884532;girls;Sngl;0.6376562
