"school";"student";"variable";"value"
"210";"4";"150";"normexam";-0,129085
"211";"4";NA;"normexam";0,1941492
"212";"4";"157";"normexam";0,5443412
"213";"4";"158";"normexam";0,6787592
"214";"4";"160";"normexam";-0,062088
"215";"4";"159";"normexam";1,1094382
"216";"4";"192";"normexam";-0,699505
"217";"4";"28";"normexam";-0,85267
"218";"4";"29";"normexam";-1,335315
"219";"4";"30";"normexam";-2,291731
"220";"4";"27";"normexam";0,1941492
"221";"4";"26";"normexam";1,4395322
"222";"4";"24";"normexam";0,1340672
"223";"4";"37";"normexam";-0,555112
"224";"4";"38";"normexam";-0,555112
"225";"4";"32";"normexam";0,8965662
"226";"4";"36";"normexam";-0,555112
"227";"4";"34";"normexam";2,0397092
"228";"4";"39";"normexam";0,8219882
"229";"4";"10";"normexam";1,5792202
"230";"4";"12";"normexam";1,0396082
"231";"4";"6";"normexam";2,1029752
"232";"4";"5";"normexam";0,5443412
"233";"4";"22";"normexam";1,9771072
"234";"4";"20";"normexam";0,6787592
"235";"4";"21";"normexam";0,7472282
"236";"4";"14";"normexam";1,5061852
"237";"4";"19";"normexam";2,1029752
"238";"4";"15";"normexam";-0,555112
"239";"4";"84";"normexam";-0,555112
"240";"4";"73";"normexam";-0,062088
"241";"4";"74";"normexam";-1,029067
"242";"4";"75";"normexam";-0,623051
"243";"4";"68";"normexam";-0,492781
"244";"4";"67";"normexam";-0,939378
"245";"4";"81";"normexam";-1,029067
"246";"4";"82";"normexam";0,0735362
"247";"4";"76";"normexam";1,1758492
"248";"4";"77";"normexam";-1,219486
"249";"4";"79";"normexam";-0,623051
"250";"4";"41";"normexam";2,3136012
"251";"4";"44";"normexam";-1,62373
"252";"4";"49";"normexam";-0,555112
"253";"4";"43";"normexam";-0,265159
"254";"4";"42";"normexam";-0,85267
"255";"4";"60";"normexam";0,7472282
"256";"4";"51";"normexam";1,1094382
"257";"4";"54";"normexam";1,9003352
"258";"4";"57";"normexam";-0,062088
"259";"4";"55";"normexam";0,3280722
"260";"5";"171";"normexam";1,0396082
"261";"5";"166";"normexam";NA
"262";"5";"172";"normexam";0,1941492
"263";"5";"127";"normexam";0,1941492
"264";"5";"161";"normexam";0,2613242
"265";"5";"130";"normexam";1,5061852
"266";"5";"145";"normexam";0,3280722
"267";"5";"115";"normexam";-0,129085
"268";"5";"238";"normexam";-1,118624
"269";"5";"232";"normexam";0,1941492
"270";"5";"242";"normexam";0,3280722
"271";"5";"250";"normexam";1,1094382
"272";"5";"197";"normexam";0,7472282
"273";"5";"209";"normexam";-0,062088
"274";"5";"226";"normexam";0,4026692
"275";"5";"218";"normexam";2,1029752
"276";"5";"225";"normexam";0,3280722
"277";"5";"265";"normexam";1,5792202
"278";"5";"32";"normexam";0,6107292
"279";"5";"39";"normexam";0,6787592
"280";"5";"41";"normexam";0,1941492
"281";"5";"4";"normexam";-0,129085
"282";"5";"26";"normexam";1,1758492
"283";"5";"13";"normexam";0,2613242
"284";"5";"17";"normexam";1,4395322
"285";"5";"110";"normexam";0,4781942
"286";"5";"84";"normexam";-1,219486
"287";"5";"74";"normexam";-0,492781
"288";"5";"92";"normexam";1,3101422
"289";"5";"93";"normexam";0,6107292
"290";"5";"53";"normexam";-0,776109
"291";"5";"54";"normexam";-1,219486
"292";"5";"66";"normexam";1,1758492
"293";"5";"61";"normexam";0,4026692
"294";"5";"64";"normexam";-0,419801
"295";"6";"109";"normexam";0,6107292
"296";"6";"110";"normexam";1,0396082
"297";"6";"103";"normexam";0,8965662
"298";"6";"102";"normexam";0,4026692
"299";"6";"101";"normexam";0,1941492
"300";"6";"116";"normexam";1,9003352
"301";"6";"112";"normexam";0,0735362
"302";"6";"114";"normexam";1,3101422
"303";"6";"113";"normexam";2,0397092
"304";"6";"85";"normexam";1,5792202
"305";"6";"89";"normexam";1,9003352
"306";"6";"84";"normexam";-0,265159
"307";"6";"81";"normexam";1,9771072
"308";"6";"99";"normexam";0,8219882
"309";"6";"96";"normexam";0,7472282
"310";"6";"97";"normexam";1,6618062
"311";"6";"90";"normexam";2,3136012
"312";"6";"92";"normexam";1,3747412
"313";"6";"91";"normexam";1,7348992
"314";"6";"78";"normexam";0,6787592
"315";"6";"150";"normexam";2,2031212
"316";"6";"151";"normexam";1,4395322
"317";"6";"152";"normexam";0,4026692
"318";"6";"149";"normexam";1,0396082
"319";"6";"143";"normexam";-0,419801
"320";"6";"159";"normexam";0,2613242
"321";"6";"160";"normexam";1,2405332
"322";"6";"156";"normexam";0,4781942
"323";"6";"155";"normexam";1,0396082
"324";"6";"120";"normexam";0,8965662
"325";"6";"123";"normexam";2,1029752
"326";"6";"122";"normexam";0,5443412
"327";"6";"121";"normexam";0,9675862
"328";"6";"141";"normexam";1,5792202
"329";"6";"139";"normexam";2,6267392
"330";"6";"140";"normexam";1,2405332
"331";"6";"136";"normexam";0,6107292
"332";"6";"161";"normexam";1,3747412
"333";"6";"24";"normexam";1,2405332
"334";"6";"25";"normexam";1,9771072
"335";"6";"19";"normexam";0,8219882
"336";"6";"17";"normexam";-1,723882
"337";"6";"40";"normexam";0,0735362
"338";"6";"41";"normexam";1,5792202
"339";"6";"26";"normexam";1,5792202
"340";"6";"32";"normexam";2,3136012
"341";"6";"31";"normexam";0,1941492
"342";"6";"43";"normexam";1,7348992
"343";"6";"7";"normexam";1,7348992
"344";"6";"4";"normexam";0,0043222
"345";"6";"3";"normexam";0,9675862
"346";"6";"16";"normexam";1,3747412
"347";"6";"14";"normexam";1,3101422
"348";"6";"15";"normexam";0,5443412
"349";"6";"8";"normexam";1,5792202
"350";"6";"9";"normexam";-0,699505
"351";"6";"13";"normexam";1,2405332
"352";"6";"11";"normexam";1,1758492
"353";"6";"77";"normexam";0,4026692
"354";"6";"65";"normexam";1,7348992
"355";"6";"66";"normexam";-0,939378
"356";"6";"67";"normexam";0,4026692
"357";"6";"64";"normexam";1,3101422
"358";"6";"62";"normexam";0,0043222
"359";"6";"61";"normexam";1,1094382
"360";"6";"74";"normexam";0,8965662
"361";"6";"75";"normexam";-0,492781
"362";"6";"69";"normexam";0,4781942
"363";"6";"44";"normexam";0,8219882
"364";"6";"48";"normexam";0,6787592
"365";"6";"49";"normexam";1,8138272
"366";"6";"50";"normexam";1,5061852
"367";"6";"47";"normexam";0,9675862
"368";"6";"45";"normexam";0,3280722
"369";"6";"58";"normexam";-0,419801
"370";"6";"57";"normexam";0,3280722
"371";"6";"52";"normexam";0,3280722
"372";"6";"53";"normexam";-0,623051
"373";"6";"55";"normexam";1,9771072
"374";"6";"54";"normexam";1,3101422
"375";"7";"135";"normexam";-2,108644
"376";"7";"136";"normexam";-0,419801
"377";"7";"138";"normexam";0,4781942
"378";"7";"134";"normexam";0,2613242
"379";"7";"132";"normexam";-1,335315
"380";"7";"131";"normexam";0,7472282
"381";"7";"145";"normexam";-0,419801
"382";"7";"148";"normexam";0,0043222
"383";"7";"139";"normexam";0,4781942
"384";"7";"143";"normexam";1,5792202
"385";"7";"141";"normexam";1,6618062
"386";"7";"151";"normexam";0,8965662
"387";"7";"115";"normexam";0,9675862
"388";"7";"116";"normexam";1,3747412
"389";"7";"117";"normexam";0,8219882
"390";"7";"114";"normexam";0,3280722
"391";"7";"111";"normexam";1,2405332
"392";"7";"130";"normexam";0,0043222
"393";"7";"127";"normexam";-0,492781
"394";"7";"129";"normexam";0,8965662
"395";"7";"119";"normexam";0,5443412
"396";"7";"125";"normexam";-0,265159
"397";"7";"123";"normexam";0,1941492
"398";"7";"110";"normexam";1,9771072
"399";"7";"185";"normexam";1,3101422
"400";"7";"186";"normexam";1,7348992
"401";"7";"187";"normexam";0,4781942
"402";"7";"184";"normexam";1,1094382
"403";"7";"183";"normexam";1,2405332
"404";"7";"182";"normexam";0,6787592
"405";"7";"195";"normexam";-0,85267
"406";"7";"197";"normexam";0,6107292
"407";"7";"188";"normexam";-0,555112
"408";"7";"192";"normexam";1,4395322
"409";"7";"191";"normexam";0,1941492
"410";"7";"153";"normexam";0,7472282
"411";"7";"156";"normexam";0,8219882
"412";"7";"155";"normexam";1,2405332
"413";"7";"154";"normexam";0,3280722
"414";"7";"180";"normexam";NA
"415";"7";"178";"normexam";1,1758492
"416";"7";"179";"normexam";0,0735362
"417";"7";"162";"normexam";0,8219882
"418";"7";"163";"normexam";-0,623051
"419";"7";"169";"normexam";1,1758492
"420";"7";"201";"normexam";-0,623051
"421";"7";"30";"normexam";-0,197611
"422";"7";"32";"normexam";0,4781942
"423";"7";"35";"normexam";-0,129085
"424";"7";"28";"normexam";0,1340672
"425";"7";"26";"normexam";0,5443412
"426";"7";"46";"normexam";0,4781942
"427";"7";"48";"normexam";0,1941492
"428";"7";"38";"normexam";1,6618062
"429";"7";"49";"normexam";-1,335315
"430";"7";"6";"normexam";0,9675862
"431";"7";"8";"normexam";0,2613242
"432";"7";"10";"normexam";1,1094382
"433";"7";"3";"normexam";0,3280722
"434";"7";"2";"normexam";0,2613242
"435";"7";"22";"normexam";-0,623051
"436";"7";"20";"normexam";-1,029067
"437";"7";"21";"normexam";0,9675862
"438";"7";"11";"normexam";1,0396082
"439";"7";"14";"normexam";0,4781942
"440";"7";"16";"normexam";NA
"441";"7";"15";"normexam";-0,85267
"442";"7";"108";"normexam";1,1094382
"443";"7";"87";"normexam";-0,062088
"444";"7";"89";"normexam";0,8219882
"445";"7";"86";"normexam";0,3280722
"446";"7";"85";"normexam";-0,419801
"447";"7";"79";"normexam";-0,197611
"448";"7";"104";"normexam";-0,197611
"449";"7";"95";"normexam";-0,939378
"450";"7";"97";"normexam";0,9675862
"451";"7";"102";"normexam";0,1941492
"452";"7";"98";"normexam";-0,338842
"453";"7";"50";"normexam";0,3280722
"454";"7";"54";"normexam";1,5061852
"455";"7";"55";"normexam";0,1941492
"456";"7";"53";"normexam";0,0735362
"457";"7";"52";"normexam";0,6787592
"458";"7";"73";"normexam";1,0396082
"459";"7";"76";"normexam";NA
"460";"7";"69";"normexam";0,4781942
"461";"7";"71";"normexam";-0,776109
"462";"7";"70";"normexam";0,3280722
"463";"8";"107";"normexam";-0,419801
"464";"8";"108";"normexam";0,1340672
"465";"8";"109";"normexam";1,3747412
"466";"8";"104";"normexam";0,9675862
"467";"8";"106";"normexam";-1,029067
"468";"8";"105";"normexam";-1,118624
"469";"8";"103";"normexam";1,9003352
"470";"8";"116";"normexam";0,7472282
"471";"8";"117";"normexam";-1,62373
"472";"8";"110";"normexam";-1,118624
"473";"8";"112";"normexam";2,3136012
"474";"8";"118";"normexam";0,7472282
"475";"8";"86";"normexam";1,0396082
"476";"8";"85";"normexam";-0,85267
"477";"8";"87";"normexam";0,0735362
"478";"8";"88";"normexam";0,8219882
"479";"8";"81";"normexam";-0,555112
"480";"8";"84";"normexam";-0,129085
"481";"8";"82";"normexam";-0,338842
"482";"8";"102";"normexam";-1,335315
"483";"8";"100";"normexam";0,7472282
"484";"8";"97";"normexam";0,0043222
"485";"8";"91";"normexam";-0,129085
"486";"8";"92";"normexam";0,0735362
"487";"8";"95";"normexam";0,6787592
"488";"8";"94";"normexam";0,8219882
"489";"8";"80";"normexam";1,1094382
"490";"8";"149";"normexam";0,1941492
"491";"8";"151";"normexam";-1,438662
"492";"8";"145";"normexam";-0,85267
"493";"8";"147";"normexam";-0,699505
"494";"8";"146";"normexam";-0,85267
"495";"8";"144";"normexam";-0,939378
"496";"8";"158";"normexam";-0,265159
"497";"8";"153";"normexam";0,7472282
"498";"8";"157";"normexam";0,3280722
"499";"8";"156";"normexam";0,2613242
"500";"8";"122";"normexam";-0,419801
"501";"8";"128";"normexam";0,5443412
"502";"8";"130";"normexam";-0,129085
"503";"8";"132";"normexam";0,9675862
"504";"8";"123";"normexam";0,0043222
"505";"8";"125";"normexam";1,9003352
"506";"8";"124";"normexam";-0,265159
"507";"8";"138";"normexam";-1,029067
"508";"8";"137";"normexam";-1,62373
"509";"8";"141";"normexam";0,9675862
"510";"8";"133";"normexam";-0,129085
"511";"8";"134";"normexam";-0,197611
"512";"8";"136";"normexam";0,6107292
"513";"8";"135";"normexam";-1,836687
"514";"8";"161";"normexam";-0,419801
"515";"8";"27";"normexam";-1,029067
"516";"8";"28";"normexam";0,5443412
"517";"8";"29";"normexam";1,8138272
"518";"8";"22";"normexam";0,0043222
"519";"8";"24";"normexam";-1,335315
"520";"8";"21";"normexam";0,1941492
"521";"8";"38";"normexam";-0,776109
"522";"8";"37";"normexam";-0,062088
"523";"8";"39";"normexam";1,4395322
"524";"8";"31";"normexam";0,3280722
"525";"8";"32";"normexam";0,1941492
"526";"8";"36";"normexam";1,8138272
"527";"8";"41";"normexam";2,5323522
"528";"8";"4";"normexam";0,3280722
"529";"8";"6";"normexam";-0,419801
"530";"8";"2";"normexam";-1,962075
"531";"8";"20";"normexam";-1,836687
"532";"8";"18";"normexam";2,3136012
"533";"8";"17";"normexam";-0,776109
"534";"8";"19";"normexam";0,4026692
"535";"8";"11";"normexam";-0,197611
"536";"8";"12";"normexam";-0,129085
"537";"8";"16";"normexam";-2,108644
"538";"8";"13";"normexam";0,1340672
"539";"8";"79";"normexam";1,7348992
"540";"8";"67";"normexam";0,0735362
"541";"8";"68";"normexam";-0,555112
"542";"8";"69";"normexam";0,1941492
"543";"8";"62";"normexam";-0,555112
"544";"8";"66";"normexam";-1,438662
"545";"8";"77";"normexam";-0,492781
"546";"8";"75";"normexam";-0,492781
"547";"8";"78";"normexam";1,6618062
"548";"8";"70";"normexam";-0,555112
"549";"8";"72";"normexam";-1,438662
"550";"8";"74";"normexam";-0,623051
"551";"8";"73";"normexam";NA
"552";"8";"47";"normexam";-0,338842
"553";"8";"48";"normexam";1,2405332
"554";"8";"49";"normexam";0,6107292
"555";"8";"43";"normexam";-0,062088
"556";"8";"45";"normexam";-2,291731
"557";"8";"44";"normexam";0,0735362
"558";"8";"59";"normexam";-0,492781
"559";"8";"56";"normexam";-0,699505
"560";"8";"55";"normexam";-1,836687
"561";"8";"57";"normexam";-1,335315
"562";"8";"52";"normexam";0,3280722
"563";"8";"54";"normexam";0,2613242
"564";"8";"53";"normexam";1,3101422
"565";"9";"106";"normexam";-1,526653
"566";"9";"101";"normexam";-1,118624
"567";"9";"117";"normexam";-1,335315
"568";"9";"121";"normexam";1,5792202
"569";"9";"79";"normexam";-0,492781
"570";"9";"93";"normexam";-0,555112
"571";"9";"86";"normexam";-0,699505
"572";"9";"77";"normexam";0,4026692
"573";"9";"161";"normexam";-0,939378
"574";"9";"170";"normexam";-0,623051
"575";"9";"168";"normexam";0,8965662
"576";"9";"169";"normexam";0,0735362
"577";"9";"131";"normexam";0,7472282
"578";"9";"146";"normexam";-0,062088
"579";"9";"157";"normexam";-0,623051
"580";"9";"155";"normexam";-0,699505
"581";"9";"147";"normexam";NA
"582";"9";"148";"normexam";-0,555112
"583";"9";"26";"normexam";-0,265159
"584";"9";"36";"normexam";-1,335315
"585";"9";"31";"normexam";0,4781942
"586";"9";"8";"normexam";-0,265159
"587";"9";"14";"normexam";0,5443412
"588";"9";"13";"normexam";-1,62373
"589";"9";"9";"normexam";-2,108644
"590";"9";"62";"normexam";-0,129085
"591";"9";"60";"normexam";0,0735362
"592";"9";"59";"normexam";0,0735362
"593";"9";"68";"normexam";-1,335315
"594";"9";"63";"normexam";-1,118624
"595";"9";"67";"normexam";-1,526653
"596";"9";"44";"normexam";0,4781942
"597";"9";"41";"normexam";-0,197611
"598";"9";"58";"normexam";0,0043222
"599";"10";"81";"normexam";0,4026692
"600";"10";"83";"normexam";-0,338842
"601";"10";"80";"normexam";0,2613242
"602";"10";"79";"normexam";-0,419801
"603";"10";"84";"normexam";0,1340672
"604";"10";"92";"normexam";-0,338842
"605";"10";"67";"normexam";1,5792202
"606";"10";"68";"normexam";0,0735362
"607";"10";"64";"normexam";0,1340672
"608";"10";"74";"normexam";0,0043222
"609";"10";"72";"normexam";0,0043222
"610";"10";"71";"normexam";-0,623051
"611";"10";"61";"normexam";-0,062088
"612";"10";"114";"normexam";-0,419801
"613";"10";"117";"normexam";0,1340672
"614";"10";"112";"normexam";0,0043222
"615";"10";"111";"normexam";-0,419801
"616";"10";"126";"normexam";-0,939378
"617";"10";"121";"normexam";-0,129085
"618";"10";"122";"normexam";-0,265159
"619";"10";"93";"normexam";-0,338842
"620";"10";"97";"normexam";-0,939378
"621";"10";"99";"normexam";0,4026692
"622";"10";"95";"normexam";-0,623051
"623";"10";"101";"normexam";-0,623051
"624";"10";"102";"normexam";-1,118624
"625";"10";"127";"normexam";-0,338842
"626";"10";"19";"normexam";-0,265159
"627";"10";"18";"normexam";-0,776109
"628";"10";"27";"normexam";0,0043222
"629";"10";"26";"normexam";-1,62373
"630";"10";"25";"normexam";-1,029067
"631";"10";"4";"normexam";0,2613242
"632";"10";"5";"normexam";0,0735362
"633";"10";"3";"normexam";-1,029067
"634";"10";"15";"normexam";1,5792202
"635";"10";"13";"normexam";-0,492781
"636";"10";"12";"normexam";-1,526653
"637";"10";"11";"normexam";0,2613242
"638";"10";"49";"normexam";-0,492781
"639";"10";"50";"normexam";-1,219486
"640";"10";"47";"normexam";-0,129085
"641";"10";"45";"normexam";-0,265159
"642";"10";"58";"normexam";0,6787592
"643";"10";"51";"normexam";-1,526653
"644";"10";"54";"normexam";-0,699505
"645";"10";"29";"normexam";-0,062088
"646";"10";"34";"normexam";-0,939378
"647";"10";"40";"normexam";0,0735362
"648";"10";"39";"normexam";0,4781942
"649";"11";"87";"normexam";0,3280722
"650";"11";"90";"normexam";0,0043222
"651";"11";"86";"normexam";0,5443412
"652";"11";"85";"normexam";0,8965662
"653";"11";"84";"normexam";1,0396082
"654";"11";"96";"normexam";1,6618062
"655";"11";"91";"normexam";0,8219882
"656";"11";"95";"normexam";2,0397092
"657";"11";"93";"normexam";0,4026692
"658";"11";"69";"normexam";1,9003352
"659";"11";"74";"normexam";1,3101422
"660";"11";"68";"normexam";0,0043222
"661";"11";"82";"normexam";-1,62373
"662";"11";"81";"normexam";0,0735362
"663";"11";"77";"normexam";0,0043222
"664";"11";"78";"normexam";0,0735362
"665";"11";"66";"normexam";2,2031212
"666";"11";"118";"normexam";-0,623051
"667";"11";"119";"normexam";2,2031212
"668";"11";"117";"normexam";0,3280722
"669";"11";"114";"normexam";0,6787592
"670";"11";"126";"normexam";0,4781942
"671";"11";"120";"normexam";1,9003352
"672";"11";"122";"normexam";0,5443412
"673";"11";"121";"normexam";0,3280722
"674";"11";"100";"normexam";0,0043222
"675";"11";"104";"normexam";0,1340672
"676";"11";"105";"normexam";-1,029067
"677";"11";"101";"normexam";1,7348992
"678";"11";"109";"normexam";0,1941492
"679";"11";"106";"normexam";0,4781942
"680";"11";"108";"normexam";0,1941492
"681";"11";"107";"normexam";-2,108644
"682";"11";"20";"normexam";-0,85267
"683";"11";"21";"normexam";1,5061852
"684";"11";"18";"normexam";0,1340672
"685";"11";"17";"normexam";1,1758492
"686";"11";"22";"normexam";0,2613242
"687";"11";"24";"normexam";0,8219882
"688";"11";"23";"normexam";0,9675862
"689";"11";"28";"normexam";0,1941492
"690";"11";"4";"normexam";1,3747412
"691";"11";"6";"normexam";0,6787592
"692";"11";"3";"normexam";1,9003352
"693";"11";"1";"normexam";-0,492781
"694";"11";"16";"normexam";-0,062088
"695";"11";"11";"normexam";0,3280722
"696";"11";"10";"normexam";1,3747412
"697";"11";"64";"normexam";1,0396082
"698";"11";"56";"normexam";0,7472282
"699";"11";"57";"normexam";-0,419801
